spaLangNum	LanguageName	spaPhoneNum	spaDescription	spaAllophoneDescription	Notes	AllophoneNotes
				[ash-long-nasalized]	66	
		60	o-mid-trema		07 08 11 12 36	
		61	u		07 08 10	
				[u-long]	65	
		62	o-open		07 08 10 15 16	
				*[o]		
				[o-mid]	67	
				[o-long]	66 70	
				[omega-long]	65 68	
				[o-open-long]	65	
		63	o-nasalized		07 08 10 17	
				[o-long-nasalized]	66	
		64	o		07 08 10 71	(allo,restricted)
				*/o-open/		
		65	alpha		07 08 10 18 19 38	
				[alpha-long]	66	
				[a]	07 40 72	(allo,neutral)
				*/a-front/		
		66	alpha-nasalized		07 08 10 18 19	
				[alpha-long-nasalized]	66	
		67	yod		20	
				[yod-voiceless]	63	
		68	w-front			
				[w-front-voiceless]	63	
		69	w		21	
				[w-voiceless]	63	
		70	o-trema		07 08 09 10 39 71	(allo,restricted)
				*/o-open-trema/		
205	Portuguese	01	p			
				[p-aspirated]	71	(free)
		02	b			
		03	t-dental			
				[t-dental-palatalized]	01 60	
				[t-dental-aspirated]	71	(free)
		04	d-dental			
				[d-dental-palatalized]	01 60	
		05	k			
				[k-prevelar]	61	
				[k-aspirated]	71	(free)
		06	g			
				[g-prevelar]	61	
		07	f			
		08	v			
				[f-lax]	62	
		09	s			
		10	z-dental			
				[s-dental-lax]	62	
		11	s-hacek		30	
		12	z-hacek			
				[s-hacek-lax]	62	
		13	x		31	
				[x-prevelar]	63	(allo,free)
				[r-trill-uvular-voiceless]	64	(free)
		14	m			(tag(-),transitional)
		15	m-labiodental		65	(transitional)
		16	n			(tag(-),transitional)
		17	n-palatal		65	(tag(-),transitional)
				[j-fricative-nasalized]		(free)
		18	eng		65	(transitional)
		19	l			
				*[w]		
				[l-labiovelarized]	02 66	(free)
				[l-velarized]	66	(free)
		20	l-palatal		32	
		21	r-flap		31	
		51	i			
				[i-backed]	67	
				[i-voiceless]	68	(free)
		52	i-nasalized			
		53	e			
				[e-backed]	67	
		54	e-nasalized			
		55	epsilon		33	
				[epsilon-backed]	67	
		56	a			
				[ash-dot]	69	
				[a-backed]	67	
		57	ash-dot-nasalized			
		58	u			
				[u-voiceless]	68	(free)
		59	u-nasalized			
		60	o			
		61	o-nasalized			
		62	o-open		33	
		63	i-over-short		71	(transitional)
		64	e-over-short		71	(transitional)
		65	u-over-short		71	(transitional)
		66	yod		34	
				[yod-nasalized]	70	
		67	w		34 66	(tag(+),allo,neutral)
				*/l/		
				[w-nasalized]	70	
210	Spanish	01	p		01	
				[p-unreleased]	60	
		02	t			
				[t-interdental]	61	
		03	k		01 02	
				[k-unreleased]	60	
		04	t/s-hacek		03	
		05	f			
		06	beta			
				[b]	04 62	
				[b-unreleased]	63	
				[beta-half-voice]	05 63	(free)
		07	theta		06 30	
				[eth]	64	
		08	eth-lax		07	
				[d]	04 62	
				[eth-half-voice-lax]	08 65	
		09	s		09 31	
				[z]	66	
		10	x		10	
		11	gamma		11	
				[g]	04 62	
				[gamma-half-voice]	67	(free)
		12	m		32	
				[m-labiodental]	68	(neutral,allo)
		13	n		12 32	
				[n-interdental]	68	(neutral,allo)
				[n-dental]	68	(neutral,allo)
				[eng]	14 68	(neutral,allo)
		14	n-palatal		13	
		16	l		15 33	
				[l-interdental]	69	
				[l-dental]	69	
				[l-palatoalveolar]	34 69	
		17	l-palatal		16 35	
		18	r-flap		17 18 36	
				[r-fricative-voiceless]	37 76	(free)
		19	r-trill		17 19 36	
				[r-fricative]	20 38	(free)
		51	i		21	
				[iota]	22 70	
		52	e-mid		21	
				[epsilon]	71	
		53	a		23	
				[alpha-unrounded]	24 72	(allo,free)
		54	u		25	
				[upsilon]	26 70	
		55	o-mid		21	
				[o-open]	73	
				[o]	73	
		56	yod		39	
				[j-fricative]	74	
				[d/j-fricative]	27 40 74	(free)
				[c-fricative]	40 74	
		57	w		39	
				[gamma-labialized]	75	
				[beta-velarized]	75	(free)
215	Rumanian	01	p		01	
		02	b		02	
		03	t		01	
				[t-dental]	60	(free)
		04	d		02	
				[d-dental]	61	(free)
		05	k		01	
				[c]	63	
				[k-prevelar]	62	(free)
		06	g		02	
				[j]	63	
				[g-prevelar]	64	(free)
		07	t/s			
				[d/z]	65	(free)
		08	t/s-hacek		03	
		09	d/z-hacek		03	
		10	f			
		11	v			
		12	s			
		13	z			
		14	s-hacek		03	
		15	z-hacek		03	
		17	m			
				[m-labiodental]	66	
		18	n			
				[n-palatal]	67	
				[eng]	68	
		19	l			
		20	r-flap			
				[r-trill]	04	(free)
		21	h			
				[x]	69	
		51	i		05 06	
		52	e		07	
		53	i-bar		05 08	
		54	schwa		09	
		55	a			
				[a-front]	70	
				[alpha-unrounded]	71	
		56	u		05 06	
		57	o		07	
				[o-dot]	72	
		58	yod			
				[yod-voiceless]	73	
		59	w			
		60	epsilon-glide		30	
		61	o-open-glide		31	
220	Russian	01	p			
				[p-labiovelarized]	60	
				[p-velarized]	61	
		02	p-palatalized		01	
		03	b			
				[b-labiovelarized]	60	
				[b-velarized]	61	
		04	b-palatalized		01	
		05	t		03	
				[t-nasal-release]	62	
				[t-lateral-release]	62	
				[t-labiovelarized]	60	
				[t-velarized]	61	
				[t-unreleased]	63	
		06	t-laminal-palatalized		04 05	
				[t-unreleased-palatalized]	06 63	
				[t-laminal-nasal-release-palatalized]	62	
				[t-laminal-lateral-release-palatalized]	62	
		07	d		03	
				[d-nasal-release]	62	
				[d-lateral-release]	62	
				[d-labiovelarized]	60	
				[d-velarized]	61	
		08	d-laminal-palatalized		04 05	
				[d-laminal-nasal-release-palatalized]	62	
				[d-laminal-lateral-release-palatalized]	62	
		09	k		07	
				[k-labialized]	64	
		10	k-palatalized		08 30	
		11	g		07	
				[g-palatalized]	08 32 65	
				[g-labialized]	64	
		12	t/s		09	
				[d/z]	66	
		13	t/s-hacek-palatalized		10	
				[d/z-hacek-palatalized]	66	
		14	f		11	
				[f-labiovelarized]	12 60	
				[f-velarized]	61	
		15	f-palatalized		49	
		16	v		11	
				[v-labiovelarized]	60	
				[v-velarized]	61	
		17	v-palatalized		49	
		18	s		13	
				[s-labiovelarized]	60	
				[s-velarized]	61	
		19	s-palatalized		14	
		20	z		13	
				[z-labiovelarized]	60	
				[z-velarized]	61	
		21	z-palatalized		14	
		22	s-hacek-velarized		15	
				[s-hacek-palatalized]	33 67	
		23	z-hacek-velarized		15	
		24	x		16	
				[x-palatalized]	17 65	
				[x-labialized]	64	
				[gamma]	66	
		25	m			
				[m-voiceless]	68	(free)
				[m-labiovelarized]	60	
				[m-velarized]	61	
		26	m-palatalized		18	
		27	n		03	
				[n-labiovelarized]	60	
				[n-velarized]	61	
		28	n-laminal-palatalized		04 19	
				[n-laminal-voiceless-palatalized]	69	(free)
		29	l-velarized		20 21	
				[l-voiceless-velarized]	70	
		30	l-palatalized		05 20 22	
				[l-voiceless-palatalized]	70	
		31	r-trill		23	
				[r-flap]	24 71	
				[r-trill-voiceless]	34 70	
		32	r-trill-palatalized		23 25	
				[r-flap-palatalized]	24 71	
				[r-trill-voiceless-palatalized]	70	
		51	i		26	
				[iota]	27 72	
				[i-bar]	73	
				[iota-bar]	28 74	
				[i-bar-backed]	29 75	
				[i-bar-fronted]	76	
				[yod-trema/i-bar]	77	
		52	epsilon		35 40	
				[e]	41 78	
		53	a-front		42	
				[ash]	79	
				[alpha-unrounded]	43 80	
				[schwa]	81	
				[caret]	45 82	
		54	u		46	
				[u-dot]	83	
				[upsilon]	83	
				[upsilon-dot]	83	
		55	o-mid		36 46	
				[o-mid/o-open-glide]	84	
				[o-mid/schwa-glide]	37	(free)
				[o-mid/yod]	47 84	
				[w/o-mid]	84	
				[yod/o-mid]	84	
				[o-dot]	84	
		56	yod		48	
225	Bulgarian	01	p-aspirated			
				[p]	60	
		02	p-aspirated-palatalized			
				[p-palatalized]	60	
		03	b			
		04	b-palatalized			
		05	t-aspirated			
				[t]	60	
		06	t-aspirated-palatalized			
				[t-palatalized]	60	
		07	d			
		08	d-palatalized			
		09	k-aspirated			
				[k]	60	
		10	k-aspirated-palatalized			
				[k-palatalized]	60	
		11	g			
		12	g-palatalized			
		13	t/s		01	
				*[d/z]		
		14	t/s-palatalized		01	
		15	t/s-hacek		01	
		16	d/z-hacek		01	
		17	f			
		18	f-palatalized			
		19	v			
		20	v-palatalized			
		21	s			
		22	s-palatalized			
		23	z			
		24	z-palatalized			
		25	s-hacek		01	
		26	z-hacek		01	
		27	x			
				[gamma]	62	
				[x-palatalized]	63	
		28	m			
		29	m-palatalized			
		30	n			
				[eng]	64	
		31	n-palatalized			
		32	l-velarized		01	
				[l]	65	
		33	l-palatalized		01	
		34	r-trill		01 02	
		35	r-trill-palatalized		01 02	
		36	d/z		30 61	(limited,loan,allo)
				*/t/s/		
		51	i		31	
				[iota]	66	(allo,neutral)
				*/epsilon/		
		52	i-nasalized		67	(restricted)
		53	epsilon		31	
				*[iota]		
				[e]	68	
		54	epsilon-nasalized		67	(restricted)
		55	e-trema		03	
				[schwa]	66	(allo,neutral)
				*/alpha-unrounded/		
		56	e-trema-nasalized		67	(restricted)
		57	u			
				[u-trema]	04 69	
				[upsilon]	66	(allo,neutral)
				*/o-open/		
				[upsilon-trema]	04 70	
		58	u-nasalized		67	(restricted)
		59	o-open			
				*[upsilon]		
				[o]	68	
		60	o-open-nasalized		67	(restricted)
		61	alpha-unrounded			
				*[schwa]		
				[a]	04 68	
		62	alpha-unrounded-nasalized		67	(restricted)
		63	yod			
230	Lithuanian	01	p			
		02	p-palatalized			
		03	b			
		04	b-palatalized			
		05	t			
		06	t-palatalized			
		07	d			
		08	d-palatalized			
		09	k			
		10	k-prevelar			
		11	g			
		12	g-prevelar			
		13	t/s			(loan)
		14	t/s-palatalized		30	(loan,limited)
		15	d/z			
		16	t/s-hacek-palatalized			
		17	d/z-hacek-palatalized			
		18	v			
		19	v-palatalized			
		20	s			
		21	s-palatalized			
		22	z			
				[z-palatalized]	62	
		23	s-hacek			
		24	s-hacek-palatalized			
		25	z-hacek			
		26	z-hacek-palatalized			
		27	x			(loan)
		28	m			
		29	m-palatalized			
		30	n			
				[eng]	63	(allo,neutral)
		31	n-palatal			
		32	l-velarized			
		33	l-palatalized			
		34	r-trill		31	
		35	r-trill-palatalized			
		51	i-long			
		52	iota			
		53	e-long			
				[e]	60	
		54	ash		32	
		55	ash-long			
		56	u-long			
		57	upsilon			
		58	o-long			
				*[o-open]		
		59	o-open		61	(allo,loan)
				*/o-long/		
		60	a			
		61	a-long			
		62	yod			
235	Albanian	01	p		01	
				[p-unreleased]	60	
		02	b			
				[b-half-voice]	61	
		03	t		01 03	
				[t-unreleased]	60	
		04	d		03	
				[d-half-voice]	61	
		05	k		01	
				[k-unreleased]	60	
		06	g			
				[g-half-voice]	61	
		07	t/s		03 04	
		08	d/z		03 04	
				[d/z-half-voice]	61	
		09	t/s-hacek		04	
		10	d/z-hacek		05	
				[d/z-hacek-half-voice]	61	
		11	t/c-fricative			
				[c-unreleased]	62	
				[c-fricative]	06 63	
		12	d/j-fricative			
				[j-fricative]	64	
				[j-fricative-half-voice]	61 64	
				[d/j-fricative-half-voice]	61	
		13	f			
				[p-labiodental]	65	(free)
		14	v			
				[v-approximant]	08 66	
				[v-half-voice]	61	
				[b-labiodental]	09 65	(free)
		15	theta		10	
				[t-interdental]	65	(free)
		16	eth		10	
				[eth-approximant]	08 11 66	
				[eth-half-voice]	61	
				[d-interdental]	09 65	(free)
		17	s		03 04	
		18	z		03 04	
				[z-half-voice]	61	
		19	s-hacek		05	
		20	z-hacek		05	
				[z-hacek-half-voice]	61	
		22	m		12	
				[m-syllabic]	67	(free)
		23	n		03 12	
				[eng]	68	
				[n-syllabic]	67	(free)
		24	n-palatoalveolar		12 13	
				[n-palatal]	14 69	
				[n-palatal-syllabic]	67	(free)
		25	l		03	
		26	l-velarized		03	
		27	r-trill		03 15 30	
				[r-flap]	16 70	
		28	h			
				[h-lax]	17 71	
		51	i		18	
		52	u-trema		19	
		53	e-mid		20	
		54	schwa		21	
		55	u		22	
		56	o-mid		23	
		57	a		24	
		58	yod			
240	Modern Greek	01	p		01	
		02	b		02	
		03	t		01	
		04	d		02	
		05	k		01	
				[k-palatalized]	60	
		06	g		02	
				[g-palatalized]	60	
		07	t/s		03	
		08	d/z		03	
		09	f			
		10	v			
		11	theta			
		12	eth			
		13	s		03	
		14	z		03	
		15	x			
				[x-palatalized]	60	
		16	gamma			
		17	m			
		18	n			
				[eng]	61	
				[n-palatalized]	62	(free)
		19	l		06 07	
				[l-palatalized]	60	
		20	r-flap			
		51	i			
				[i-voiceless]	63	(free)
				[i-nasalized]	64	(free)
		52	epsilon			
				[epsilon-voiceless]	63	(free)
				[epsilon-nasalized]	64	(free)
		53	u			
				[u-voiceless]	63	(free)
				[u-nasalized]	64	(free)
				[w]	65	
		54	o-open			
				[o-open-voiceless]	63	(free)
				[o-open-nasalized]	64	(free)
		55	alpha-unrounded			
				[alpha-unrounded-voiceless]	63	(free)
				[alpha-unrounded-nasalized]	64	(free)
		56	yod			
245	Armenian	01	p			
				[b]	60	
				[b-half-voice]	61	
				[p-aspirated-weak]	02 62	
		02	p-aspirated		03	
		03	p-ejective		05	
		04	t			
				[d]	60	
				[d-half-voice]	61	
				[t-aspirated-weak]	02 62	
		05	t-aspirated		03	
		06	t-ejective		05	
		07	k			
				[g]	60	
				[g-half-voice]	61	
				[k-aspirated-weak]	02 62	
		08	k-aspirated		03	
		09	k-ejective		05	
		10	t/s			
				*[s]		
				*[z]		
				[d/z]	60	
				[d/z-half-voice]	61	
				[t/s-aspirated-weak]	02 62	
		11	t/s-aspirated		03	
		12	t/s-ejective		05	
		13	t/s-hacek		06	
				*[s-hacek]		
				*[z-hacek]		
				[d/z-hacek]	60	
				[d/z-hacek-half-voice]	61	
				[t/s-hacek-aspirated-weak]	02 62	
		14	t/s-hacek-aspirated		03 06	
		15	t/s-hacek-ejective		05 06	
		16	f		30	(loan)
		17	v			
				[w]	63	(free)
		18	s		64	(tag(-),free)
				*/t/s/		
		19	z		60 64	(tag(-),free)
				*/t/s/		
		20	s-hacek		06 64	(tag(-),free)
				*/t/s-hacek/		
		21	z-hacek		06 60 64	(tag(-),free)
				*/t/s-hacek/		
		22	x-uvular		07	
		23	m			
		24	n			
				[eng]	65	
		25	l			
				[l-velarized]	66	
				[l-syllabic]	67	(free)
		26	r-fricative-retroflex		09	
				[r-approximant-retroflex]	68	
				[r-fricative-retroflex-voiceless]	69	(free)
				[r-fricative-retroflex-half-voice]	Obscured	(free)
		27	r-approximant-uvular		10	
				[r-approximant-uvular-voiceless]	12 72	
		28	r-trill		13 14	
		29	h		15	
				[h-voice]	73	(free)
		51	i			
		52	yod/e-mid		16	
				[e-mid]	74	
				[yod/epsilon]	75	
		53	schwa		31	(transitional)
				[e-dot-fronted]	76	
				[epsilon-dot-backed]	77	
		54	a			
				[alpha-unrounded]	78	
		55	u			
				[u-trema]	79	
		56	o-mid			
				[o]	80	
		57	yod			
		58	schwa-glide		32	(transitional)
250	Persian	01	p-aspirated		01	
		02	b			
		03	t-aspirated		01 02	
		04	d		02	
		05	k-aspirated		01	
				[k-aspirated-palatalized]	03 60	
		06	g			
				[g-palatalized]	03 60	
		07	q-voice			
				[gamma-uvular]	61	(allo,free)
		08	t/s-hacek			
		09	d/z-hacek			
		10	f			
		11	v			
		12	s			
		13	z			
		14	s-hacek			
		15	z-hacek			
		16	x-uvular		04	
		17	m			
		18	n		02	
		19	l		05	
		20	r-trill			
				[r-trill-voiceless]	06 62	
				[r-flap]	63	(free)
		21	glottal stop		07	
		22	h		08	
		51	i		09	
		52	e		09	
		53	a-front		09	
		54	u		09	
		55	o		09	
		56	alpha-unrounded		09	
		57	yod			
		58	w			
255	Pashto	01	p			
		02	b			
		03	t		01	
		04	d		01	
		05	t-retroflex		02	
		06	d-retroflex		02	
		07	k			
		08	g			
		09	t/s		01	
		10	d/z		01	
		11	t/s-hacek			
		12	d/z-hacek			
		13	beta			
		14	f			
		15	s		01	
		16	z		01	
		17	s-hacek-retroflex		03	
		18	z-hacek-retroflex		03	
		19	s-hacek			
		20	z-hacek			
		21	x-uvular		04	
		22	gamma-uvular		05	
		23	m			
		24	n		01	
		25	n-retroflex			
		26	l		01 06	
		27	r-trill		01	
		28	r-trill-retroflex		07	
		29	h			
		51	i			
		52	e-mid-long			
		53	schwa			
		54	a			
		55	u			
		56	o-mid-long			
		57	alpha-unrounded-long			
		58	yod			
		59	w		30	
260	Kashimiri	01	p			
				[p-palatalized]	60	
				[p-labiovelarized]	61	
		02	p-aspirated		01	
				[f]	62	(free)
				[p-aspirated-palatalized]	60	
				[p-aspirated-labiovelarized]	61	
		03	b			
				[b-palatalized]	60	
				[b-labiovelarized]	61	
		04	t			
				[t-palatalized]	60	
				[t-labiovelarized]	61	
		05	t-aspirated		01	
				[t-aspirated-palatalized]	60	
				[t-aspirated-labiovelarized]	61	
		06	d			
				[d-palatalized]	60	
				[d-labiovelarized]	61	
		07	t-retroflex			
				[t-retroflex-palatalized]	60	
				[t-retroflex-labiovelarized]	61	
		08	t-retroflex-aspirated		01	
				[t-retroflex-aspirated-palatalized]	60	
				[t-retroflex-aspirated-labiovelarized]	61	
		09	d-retroflex			
				[r-flap-retroflex]	02 63	
				[d-retroflex-palatalized]	60	
				[d-retroflex-labiovelarized]	61	
		10	k			
				[k-palatalized]	60	
				[k-labiovelarized]	61	
		11	k-aspirated		01	
				[k-aspirated-palatalized]	60	
				[k-aspirated-labiovelarized]	61	
		12	g			
				[g-palatalized]	60	
				[g-labiovelarized]	61	
		13	t/s			
				[t/s-palatalized]	60	
				[t/s-labiovelarized]	61	
		14	t/s-aspirated		01	
				[t/s-aspirated-palatalized]	60	
				[t/s-aspirated-labiovelarized]	61	
		15	d/z			
				[d/z-palatalized]	60	
				[d/z-labiovelarized]	61	
		16	t/s-hacek-palatalized		03	
				[t/s-hacek-labiovelarized]	61	
		17	t/s-hacek-aspirated-palatalized		01 03	
				[t/s-hacek-aspirated-labiovelarized]	61	
		18	d/z-hacek-palatalized		03	
				[d/z-hacek-labiovelarized]	61	
		19	s			
				[s-palatalized]	60	
				[s-labiovelarized]	61	
		20	s-hacek-palatalized		03	
				[s-hacek-labiovelarized]	61	
		21	m			
				[m-palatalized]	60	
				[m-labiovelarized]	61	
				[m-velarized]	64	
		22	n			
				[n-palatalized]	60	
				[n-labiovelarized]	61	
				[n-velarized]	64	
		23	l			
				[l-palatalized]	60	
				[l-labiovelarized]	61	
				[l-velarized]	64	
		24	r-trill		04	
				[r-trill-palatalized]	60	
				[r-trill-labiovelarized]	61	
				[r-trill-velarized]	64	
		25	h-voice		05	
				[h-voice-palatalized]	60	
				[h-voice-labiovelarized]	61	
				[h-half-voice]	65	
				[h-voice-velarized]	64	
		51	i			
				[i-nasalized-weak]	66	
				[iota]	67	
		52	i-nasalized		06	
		53	i-long		06 07	
				[i-long-nasalized-weak]	66	
		54	i-long-nasalized		06 07	
		55	e			
				[e-nasalized-weak]	66	
		56	e-nasalized			
		57	e-long		07	
				[e-long-nasalized-weak]	66	
		58	e-long-nasalized		07	
		59	i-bar		08	
				[iota-bar]	67	
				[i-bar-nasalized-weak]	66	
		60	i-bar-nasalized		06 08	
		61	i-bar-long		06 07 08	
				[i-bar-long-nasalized-weak]	66	
		62	i-bar-long-nasalized		06 07 08	
		63	schwa		08	
				[schwa-nasalized-weak]	66	
		64	schwa-nasalized		08	
		65	schwa-long		08	
				[ash-long]	68	(free)
				[schwa-long-nasalized-weak]	66	
		66	schwa-long-nasalized		08	
		67	a		08	
				[ash-dot]	69	
				[omega]	70	
				[a-nasalized-weak]	66	
		68	a-nasalized		08	
		69	a-long		07 08	
				[a-long-nasalized-weak]	66	
		70	a-long-nasalized		07 08	
		71	u		08	
				[u-nasalized-weak]	66	
				[upsilon]	67	
		72	u-nasalized		06 08	
		73	u-long		06 07 08	
				[u-long-nasalized-weak]	66	
		74	u-long-nasalized		06 07 08	
		75	o		08	
				[o-nasalized-weak]	66	
		76	o-nasalized		08	
		77	o-long		07 08	
				[o-long-nasalized-weak]	66	
		78	o-long-nasalized		07 08	
		79	yod		09	
				[i-over-short]	10 71	
		80	i-bar-over-short		10 11 30	
		81	w			
				[v-approximant]	72	
265	Punjabi	01	p		01	
		02	p-long		01	
		03	p-aspirated		01	
				*[f]		
		04	p-aspirated-long		01 03	
		05	b		01	
		06	b-long		01	
		07	t-laminal		01 02	
		08	t-laminal-long		01 02	
		09	t-laminal-aspirated		01 02	
		10	t-laminal-aspirated-long		01 02 03	
		11	d-laminal		01 02	
		12	d-laminal-long		01 02	
		13	t-retroflex		01 04	
		14	t-retroflex-long		01 04	
		15	t-retroflex-aspirated		01 04	
		16	t-retroflex-aspirated-long		01 03 04	
		17	d-retroflex		01 04	
		18	d-retroflex-long		01 04	
		19	k		01 05	
		20	k-long		01 05	
		21	k-aspirated		01 05	
		22	k-aspirated-long		01 03 05	
		23	g		01 05	
		24	g-long		01 05	
		25	t/s-hacek		01 06 07	
		26	t/s-hacek-long		01 06 07	
		27	t/s-hacek-aspirated		01 06 07	
		28	t/s-hacek-aspirated-long		01 03 06 07	
		29	d/z-hacek		01 06 07	
		30	d/z-hacek-long		01 06 07	
		31	f		08 31	(loan,free)
				*/p-aspirated/		
		32	s-laminal		02	
		33	s-laminal-long		02	
		34	z-laminal		02 32	(loan)
		35	s-hacek-retroflex		04	
		37	m			
		38	m-long			
		39	n-laminal		02	
		40	n-laminal-long		02	
		41	n-retroflex		04	
		42	n-palatal		06	
		43	eng		05	
		44	l-laminal		02	
		45	l-laminal-long		02	
		46	l-retroflex		04	
		47	r-trill		02 09	
		48	r-flap-retroflex		04 10	
		49	h-voice			
		51	i			
		52	i-nasalized		36	
		53	iota		13 35	
		54	iota-nasalized		13 35 36	
		55	e-mid			
		56	e-mid-nasalized		36	
		57	ash			
		58	ash-nasalized		36	
		59	schwa		13 14 34 35	
		60	schwa-nasalized		13 14 35 36	
		61	a		15	
		62	a-nasalized		36	
		63	u		16	
		64	u-nasalized		16 36	
		65	upsilon		13 16 35	
		66	upsilon-nasalized		13 16 35 36	
		67	o-mid		13	
		68	o-mid-nasalized		13 36	
		69	alpha		13	
		70	alpha-nasalized		13 36	
		71	yod		37	
		72	w		38	
				[w-nasalized]	61	
		81	high-rising			
		82	mid			
		83	low			
270	Hindi-Urdu	01	p			
		02	p-long			
		03	p-aspirated		01	
		04	p-aspirated-long		01	
		05	b			
				[b-prenasalized]	60	
		06	b-long			
		07	b-breathy voice		01	
				[b-prenasalized-breathy voice]	69	
		08	b-breathy voice-long		01	
		09	t-dental			
		10	t-dental-long			
		11	t-dental-aspirated		01	
		12	t-dental-aspirated-long		01	
		13	d-dental			
				[d-dental-prenasalized]	60	
		14	d-dental-long			
		15	d-dental-breathy voice		01	
				[d-dental-prenasalized-breathy voice]	60	
		16	d-dental-breathy voice-long		01	
		17	t-retroflex		02	
		18	t-retroflex-long		02	
		19	t-retroflex-aspirated		01 02	
		20	t-retroflex-aspirated-long		01 02	
		21	d-retroflex		02	
				*[r-flap-retroflex-nasalized]		
				[r-flap-retroflex]	61	
				[d-retroflex-prenasalized]	60	
		22	d-retroflex-long		02	
		23	d-retroflex-breathy voice		01 02	
				[r-flap-retroflex-breathy voice]	61	
				[d-retroflex-prenasalized-breathy voice]	60	
		24	d-retroflex-breathy voice-long		01 02	
		25	k			
		26	k-long			
		27	k-aspirated		01	
		28	k-aspirated-long		01	
		29	g			
				*[eng]		
				[g-prenasalized]	60	
		30	g-long			
		31	g-breathy voice		01	
				[g-prenasalized-breathy voice]	60	
		32	g-breathy voice-long		01 30	
		33	q			(loan)
		34	q-long			(loan)
		35	t/s-hacek		03	
		36	t/s-hacek-long		03	
		37	t/s-hacek-aspirated		01 03	
		38	t/s-hacek-aspirated-long		01 03	
		39	d/z-hacek		03	
				[d/z-hacek-prenasalized]	60	
		40	d/z-hacek-long		03	
		41	d/z-hacek-breathy voice		01 03	
				[d/z-hacek-prenasalized-breathy voice]	60	
		42	d/z-hacek-breathy voice-long		01 03	
		43	f		32	(loan)
				[phi]	62	(free)
		44	f-long		33	(loan)
		45	s			
		46	s-long			
		47	z		33	(loan)
		48	z-long		33	(loan)
		49	s-hacek-retroflex		36	(loan)
				[s-retroflex]	04 37	(free)
		50	s-hacek-long			(loan)
		51	z-hacek		38	(loan)
		52	x-uvular		05 33	(loan)
		53	gamma-uvular		06 33	(loan)
		54	m			
				[beta-approximant-nasalized]	Obscured	
		55	m-long			
		56	m-breathy voice		01 41	
				[beta-approximant-breathy voice-nasalized]	63	(free)
		57	n-dental			
				[n-retroflex]	64 65	
				*/r-flap-retroflex-nasalized/		
				[n-palatal]	65	
				[eng]	65 66	
				*/g/		
		58	n-dental-long			
		59	n-dental-breathy voice		01 41	
		60	l			
				[l-nasalized]	67	
		61	l-long			
		62	l-breathy voice		01 41	
		63	r-trill		07	
		64	r-trill-long			
		65	r-flap-retroflex-nasalized		43	(allo,loan)
				*/d-retroflex/		
				*[n-retroflex]		
		66	v-approximant			
				[beta-approximant]	75	
				[w]	68	
				[v-approximant-nasalized]	69	
		67	v-approximant-long			
		68	glottal stop		44	(loan)
		69	h-voice		01	
				[h]	70	
				[h-voice-nasalized]	69	
		50	i-long		08	
				[i-breathy voice-long]	71	
		51	i-long-nasalized		08 09	
		52	iota			
				[e]	72	
				[iota-breathy voice]	71	
		53	iota-nasalized		09	
		54	e-long		08	
				[e-breathy voice-long]	71	
		55	e-long-nasalized		08 09	
		56	ash/e-glide			
				[ash-long]	73	(free)
				[epsilon-dot/e-glide]	73	(free)
				[ash/e-glide-breathy voice]	71	
		57	ash/e-glide-nasalized		09 45	(limited)
		58	iota-bar		46	(loan
		59	epsilon-dot			
				[ash-breathy voice]	74	
		60	epsilon-dot-nasalized		09	
		61	a-long		08	
				[a-breathy voice-long]	71	
		62	a-long-nasalized		08 09	
		63	u-long		08	
				[u-breathy voice-long]	71	
		64	u-long-nasalized		08 09	
		65	upsilon			
				[o]	72	
				[upsilon-breathy voice]	71	
		66	upsilon-nasalized		09	
		67	o-long		08	
				[o-breathy voice-long]	71	
		68	o-long-nasalized		08 09	
		69	o-open-breathy voice		47	(limited)
		70	o-open/o-glide			
				[o-open-long]	73	(free)
				[epsilon-dot/o-glide]	73	(free)
				[o-open/o-glide-breathy voice]	71	
		71	o-open/o-glide-nasalized		09 45	(limited)
		72	alpha-unrounded		48	(loan)
		73	yod			
				[yod-nasalized]	69	
		74	yod-long			
275	Bengali	01	p			
				[p-long]	72	
		02	p-aspirated			
				[phi]	60	(free)
				[p-aspirated-long]	72	
		03	b			
				[b-long]	72	
		04	b-breathy voice			
				[beta]	60	(free)
				[b-breathy voice-long]	72	
		05	t			
				[t-long]	72	
		06	t-aspirated			
				[t/theta]		(free)
				[t-aspirated-long]	72	
		07	d			
				[l-flap]	61	
				[d-long]	72	
		08	d-breathy voice			
				[d-breathy voice-long]	72	
		09	t-retroflex		04	
		10	t-retroflex-aspirated		04	
		11	d-retroflex		04 30	
		12	d-retroflex-breathy voice		04	
		13	k			
		14	k-aspirated			
		15	g			
		16	g-breathy voice			
		17	t/s-hacek		05	
				[t/s]	06	(free)
		18	t/s-hacek-aspirated			
		19	d/z-hacek			
				[z-hacek]	62	(free)
				[d/z]	06	(free)
		20	d/z-hacek-breathy voice			
		21	s		31 63	(allo,restricted,loan)
				*/c-fricative/		
		22	c-fricative		07	
				*[s]		
		24	m			
				[w-nasalized]	64	(free)
				[m-long]	73	
		25	n			
				[n-retroflex]	65	
				[n-palatal]	65	
				[n-dental]	65	
				[n-long]	73	
		26	eng		32	
				[eng-long]	73	
		27	l			
				[l-palatal]	66	
				[l-dental]	66	
				[l-retroflex]	04 67	
